Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
WKSU,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,79800,133000
WKSU,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,60480,378000
Student Affairs,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,176952,333872
WKSU,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Recruiting,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,6399,19997
Recruiting,09-01-2020,92268,September,202009,2020,Marketing Cloud,Email,46474,67355
Recruiting,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,71317,648337
WKSU,12-01-2020,47,December,202012,2020,Marketing Cloud,Email,34,34
UCM,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,434700,483000
Human Resources,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,34923,194020
Human Resources,01-01-2021,1006194,January,202101,2021,Marketing Cloud,Email,64194,110681
Human Resources,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,4762,14884
Human Resources,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,7232,13909
UCM,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,09-01-2020,3432,September,202009,2020,Marketing Cloud,Email,55,2779
Academic Affairs,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,153969,905702
Recruiting,09-01-2020,245595,September,202009,2020,Marketing Cloud,Email,36151,225947
Recruiting,12-01-2020,373,December,202012,2020,Marketing Cloud,Email,2,3
UCM,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,39780,198903
Recruiting,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,7394,36973
Student Affairs,12-01-2020,17307,December,202012,2020,Marketing Cloud,Email,3807,3807
Recruiting,11-01-2020,42015,November,202011,2020,Cognos Report to Email,Email,2420,15125
Recruiting,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,2094,3378
WKSU,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
WKSU,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,2149,35826
Recruiting,01-01-2021,17307,January,202101,2021,TargetX Email,Email,155,2596
WKSU,01-01-2021,34478,January,202101,2021,Phone,Phone Call,165,8274
Academic Affairs,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,5075,17500
Recruiting,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,75,361
Student Affairs,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,756,3980
UCM,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,7582,14307
Recruiting,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,40111,40111
Student Affairs,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,31200,80000
Human Resources,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,41762,52203
Recruiting,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,15390,27982
Human Resources,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,947335,1029712
Academic Affairs,01-01-2021,1029207,January,202101,2021,Marketing Cloud,Email,622155,668984
Student Affairs,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
UCM,01-01-2021,1549831,January,202101,2021,Marketing Cloud,Email,647209,1115878
WKSU,12-01-2020,27782,December,202012,2020,Marketing Cloud,Email,3300,9168
Student Affairs,10-01-2020,92268,October,202010,2020,Phone,Phone Call,9134,13840
UCM,11-01-2020,136769,November,202011,2020,Marketing Cloud,Email,38158,123092
UCM,09-01-2020,92268,September,202009,2020,Marketing Cloud,Email,35458,58128
Recruiting,01-01-2021,11590,January,202101,2021,TargetX Messaging,Text Message,312,1738
Academic Affairs,01-01-2021,17131,January,202101,2021,Marketing Cloud,Email,13995,16274
Academic Affairs,12-01-2020,167464,December,202012,2020,Marketing Cloud,Email,70083,155741
Academic Affairs,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,351,1674
Recruiting,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,1027,12848
Student Affairs,12-01-2020,100,December,202012,2020,Marketing Cloud,Email,8,27
UCM,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,163643,308762
Recruiting,11-01-2020,136255,November,202011,2020,Marketing Cloud,Email,57553,89928
Student Affairs,12-01-2020,31377,December,202012,2020,Marketing Cloud,Email,6315,19139
Recruiting,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,106105,120574
Academic Affairs,12-01-2020,3432,December,202012,2020,TargetX Messaging,Text Message,1041,1407
IT,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,4,8
IT,08-01-2020,31377,August,202008,2020,Marketing Cloud,Email,5996,28553
Recruiting,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,63,1260
Human Resources,08-01-2020,125000,August,202008,2020,Marketing Cloud,Email,86775,97500
UCM,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,20402,21938
IT,08-01-2020,47,August,202008,2020,Marketing Cloud,Email,0,2
Academic Affairs,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,19239,34356
IT,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,7600,40000
Recruiting,09-01-2020,723568,September,202009,2020,Marketing Cloud,Email,177129,369019
Student Affairs,10-01-2020,355184,October,202010,2020,Marketing Cloud,Email,12431,49725
Student Affairs,11-01-2020,0,November,202011,2020,Flashline,Portal Alert,0,0
Human Resources,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,175070,213500
WKSU,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,17183,18678
Academic Affairs,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,61422,149812
Human Resources,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,11437,18750
Academic Affairs,08-01-2020,31377,August,202008,2020,Marketing Cloud,Email,2108,2510
Student Affairs,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,110781,178680
IT,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,136328,149812
Academic Affairs,11-01-2020,17131,November,202011,2020,Flashline,Portal Alert,5662,9935
Human Resources,11-01-2020,19871,November,202011,2020,Marketing Cloud,Email,11588,16095
WKSU,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,19081,79507
Human Resources,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,18827,22684
Human Resources,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,72030,92347
UCM,12-01-2020,141779,December,202012,2020,Marketing Cloud,Email,39626,60964
Recruiting,09-01-2020,1271250,September,202009,2020,Marketing Cloud,Email,25425,127125
WKSU,01-01-2021,1379954,January,202101,2021,Phone,Phone Call,202853,1352354
UCM,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,19348,20584
IT,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,3723,6206
Academic Affairs,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,3409,6557
UCM,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,926,10292
Recruiting,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,10016,14108
Human Resources,01-01-2021,1029207,January,202101,2021,Marketing Cloud,Email,243716,761613
Recruiting,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,170127,195549
Recruiting,08-01-2020,700000,August,202008,2020,Marketing Cloud,Email,50960,637000
UCM,09-01-2020,355184,September,202009,2020,Marketing Cloud,Email,75014,117210
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,4061,8288
Recruiting,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,1245,2897
IT,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,6537,7972
Recruiting,08-01-2020,80283,August,202008,2020,Marketing Cloud,Email,31486,42549
Human Resources,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,11604,15896
UCM,10-01-2020,1029207,October,202010,2020,Marketing Cloud,Email,279944,823365
UCM,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,989,3807
UCM,10-01-2020,1379954,October,202010,2020,Marketing Cloud,Email,52024,400186
Human Resources,09-01-2020,246,September,202009,2020,Marketing Cloud,Email,164,196
Human Resources,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,44113,191799
IT,11-01-2020,100,November,202011,2020,Marketing Cloud,Email,28,74
Recruiting,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,5211,6948
Human Resources,09-01-2020,1549831,September,202009,2020,Marketing Cloud,Email,3719,61993
IT,11-01-2020,92268,November,202011,2020,Marketing Cloud,Email,24543,64587
Student Affairs,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,18521,23445
Student Affairs,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,13114,14903
Human Resources,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,70634,784831
WKSU,01-01-2021,500000,January,202101,2021,TargetX Email,Email,97500,125000
Human Resources,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,2207,44155
IT,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,19673,44712
IT,12-01-2020,49861,December,202012,2020,Marketing Cloud,Email,6506,14459
Recruiting,01-01-2021,17131,January,202101,2021,Marketing Cloud,Email,12662,16445
IT,01-01-2021,17131,January,202101,2021,Marketing Cloud,Email,3540,9079
Academic Affairs,09-01-2020,42015,September,202009,2020,Marketing Cloud,Email,504,2520
IT,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
Student Affairs,09-01-2020,40000,September,202009,2020,Marketing Cloud,Email,2304,25600
Human Resources,11-01-2020,700000,November,202011,2020,Marketing Cloud,Email,118300,455000
Student Affairs,12-01-2020,182327,December,202012,2020,Marketing Cloud,Email,60495,144038
Recruiting,11-01-2020,259644,November,202011,2020,Marketing Cloud,Email,59120,257047
Recruiting,01-01-2021,1029207,January,202101,2021,Marketing Cloud,Email,89335,638108
Student Affairs,08-01-2020,17131,August,202008,2020,Marketing Cloud,Email,1199,2398
Recruiting,08-01-2020,39863,August,202008,2020,Constant Contact,Email,23570,32289
UCM,09-01-2020,136255,September,202009,2020,Marketing Cloud,Email,18693,38151
Recruiting,08-01-2020,36157,August,202008,2020,Marketing Cloud,Email,795,19886
Student Affairs,10-01-2020,42015,October,202010,2020,Marketing Cloud,Email,1071,21427
Academic Affairs,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,1037,3841
Human Resources,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,24252,25003
Recruiting,10-01-2020,136255,October,202010,2020,Marketing Cloud,Email,92162,103553
Academic Affairs,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,49,63
Student Affairs,01-01-2021,74152,January,202101,2021,TargetX Email,Email,22890,36334
Human Resources,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,1312,7720
Recruiting,11-01-2020,0,November,202011,2020,Marketing Cloud,Email,0,0
IT,10-01-2020,1379954,October,202010,2020,Marketing Cloud,Email,574198,1007366
Recruiting,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,11609,15688
UCM,10-01-2020,106010,October,202010,2020,Marketing Cloud,Email,1081,3180
Academic Affairs,10-01-2020,723568,October,202010,2020,Marketing Cloud,Email,43269,332841
Recruiting,10-01-2020,80283,October,202010,2020,Marketing Cloud,Email,34320,45761
Student Affairs,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,150,196
WKSU,11-01-2020,102360,November,202011,2020,Marketing Cloud,Email,7185,26613
Recruiting,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,63770,63770
Student Affairs,08-01-2020,39863,August,202008,2020,Marketing Cloud,Email,5995,12756
Human Resources,12-01-2020,259644,December,202012,2020,TargetX Messaging,Text Message,21030,46735
IT,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,17047,100279
Recruiting,08-01-2020,87671,August,202008,2020,Marketing Cloud,Email,753,75397
Academic Affairs,10-01-2020,259644,October,202010,2020,Marketing Cloud,Email,48293,77893
Recruiting,10-01-2020,700000,October,202010,2020,Marketing Cloud,Email,44100,315000
UCM,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,125371,895512
UCM,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
IT,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,126,361
IT,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,1894,4621
Recruiting,08-01-2020,500000,August,202008,2020,Marketing Cloud,Email,48000,240000
Recruiting,10-01-2020,182327,October,202010,2020,Marketing Cloud,Email,52510,164094
Academic Affairs,11-01-2020,1029207,November,202011,2020,Cognos Report to Email,Email,50636,123504
Academic Affairs,09-01-2020,100,September,202009,2020,Marketing Cloud,Email,22,51
Recruiting,12-01-2020,47428,December,202012,2020,Cognos Report to Email,Email,1289,3794
IT,09-01-2020,38603,September,202009,2020,Marketing Cloud,Email,19957,36286
Recruiting,11-01-2020,27782,November,202011,2020,Marketing Cloud,Email,5684,25837
IT,01-01-2021,80283,January,202101,2021,TargetX Email,Email,79480,80283
Student Affairs,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,210588,273491
Human Resources,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,5282,11239
Academic Affairs,10-01-2020,700000,October,202010,2020,Marketing Cloud,Email,44590,343000
Academic Affairs,08-01-2020,500000,August,202008,2020,Marketing Cloud,Email,46750,85000
Academic Affairs,10-01-2020,49861,October,202010,2020,Marketing Cloud,Email,23614,31911
Student Affairs,08-01-2020,259644,August,202008,2020,Marketing Cloud,Email,42192,64911
IT,10-01-2020,1271250,October,202010,2020,Marketing Cloud,Email,1525,12712
Recruiting,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,3142,28570
UCM,12-01-2020,125000,December,202012,2020,TargetX Email,Email,56287,98750
Human Resources,09-01-2020,1379954,September,202009,2020,Marketing Cloud,Email,177737,193193
Recruiting,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,417,10434
Recruiting,10-01-2020,36157,October,202010,2020,Marketing Cloud,Email,4718,5423
Academic Affairs,12-01-2020,102360,December,202012,2020,Marketing Cloud,Email,33532,93147
Human Resources,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,94602,102829
WKSU,01-01-2021,167464,January,202101,2021,Constant Contact,Email,124358,157416
Human Resources,10-01-2020,1029207,October,202010,2020,TargetX Messaging,Text Message,411682,514603
Recruiting,10-01-2020,74152,October,202010,2020,TargetX Email,Email,9936,49681
Human Resources,09-01-2020,58502,September,202009,2020,Marketing Cloud,Email,27957,47386
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,1243,3032
Student Affairs,08-01-2020,3432,August,202008,2020,Cognos Report to Email,Email,1213,2093
Human Resources,11-01-2020,700000,November,202011,2020,Marketing Cloud,Email,3850,77000
Academic Affairs,11-01-2020,350000,November,202011,2020,Marketing Cloud,Email,231840,322000
Academic Affairs,12-01-2020,47,December,202012,2020,Marketing Cloud,Email,19,33
Recruiting,08-01-2020,1379954,August,202008,2020,Marketing Cloud,Email,11315,565781
UCM,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,524895,617524
Human Resources,11-01-2020,259644,November,202011,2020,Constant Contact,Email,59069,236276
Human Resources,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,1105,18431
WKSU,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,55200,80000
Human Resources,12-01-2020,141779,December,202012,2020,TargetX Email,Email,41286,73725
Recruiting,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,210,274
WKSU,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,1995,4338
IT,08-01-2020,723568,August,202008,2020,Marketing Cloud,Email,136898,622268
Student Affairs,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,196983,480447
WKSU,08-01-2020,136255,August,202008,2020,Marketing Cloud,Email,7412,43601
WKSU,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,177590,301000
WKSU,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,1374,1617
Human Resources,12-01-2020,40000,December,202012,2020,TargetX Email,Email,7920,26400
UCM,08-01-2020,80283,August,202008,2020,Cognos Report to Email,Email,1878,4816
Student Affairs,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,35506,43835
UCM,11-01-2020,0,November,202011,2020,Marketing Cloud,Email,0,0
IT,11-01-2020,58502,November,202011,2020,Marketing Cloud,Email,10939,12870
Human Resources,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,34492,35559
Recruiting,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,716,1235
Student Affairs,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,3306,10332
UCM,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,16738,92989
Academic Affairs,01-01-2021,20217,January,202101,2021,Cognos Report to Email,Email,1934,5862
Academic Affairs,10-01-2020,1379954,October,202010,2020,Marketing Cloud,Email,246459,262191
Student Affairs,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,6571,28570
Human Resources,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,2032,3226
