Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
UCM,9/1/20,36157,September,202009,2020,Marketing Cloud,Email,14,36
Human Resources,8/1/20,1549831,August,202008,2020,Marketing Cloud,Email,19,22
UCM,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,9,40
Human Resources,12/1/20,34478,December,202012,2020,Marketing Cloud,Email,14,41
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,62,93
Recruiting,1/1/21,373,January,202101,2021,Marketing Cloud,Email,3,11
WKSU,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,29,30
Student Affairs,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,32,35
WKSU,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,21,25
Recruiting,12/1/20,17307,December,202012,2020,Phone,Phone Call,72,77
UCM,1/1/21,17307,January,202101,2021,Phone,Phone Call,3,5
Student Affairs,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,20,35
Academic Affairs,8/1/20,136255,August,202008,2020,Marketing Cloud,Email,24,31
Academic Affairs,8/1/20,246,August,202008,2020,Marketing Cloud,Email,31,57
WKSU,10/1/20,106010,October,202010,2020,Marketing Cloud,Email,3,12
Human Resources,10/1/20,42015,October,202010,2020,Marketing Cloud,Email,21,65
Recruiting,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,18,72
Student Affairs,10/1/20,92268,October,202010,2020,TargetX Email,Email,46,52
Human Resources,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,17,17
UCM,11/1/20,100,November,202011,2020,Phone,Phone Call,5,18
Recruiting,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,1,1
IT,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,11,31
UCM,8/1/20,1029207,August,202008,2020,Marketing Cloud,Email,0,26
Student Affairs,9/1/20,182327,September,202009,2020,Marketing Cloud,Email,36,49
Academic Affairs,11/1/20,58502,November,202011,2020,Marketing Cloud,Email,25,50
IT,12/1/20,92268,December,202012,2020,Marketing Cloud,Email,28,87
IT,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,0,3
Academic Affairs,8/1/20,141779,August,202008,2020,Marketing Cloud,Email,2,5
WKSU,1/1/21,92268,January,202101,2021,Marketing Cloud,Email,21,95
Academic Affairs,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,54,70
IT,9/1/20,136255,September,202009,2020,TargetX Messaging,Text Message,1,12
UCM,1/1/21,47,January,202101,2021,Marketing Cloud,Email,0,5
UCM,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,41,84
UCM,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,1,63
Recruiting,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,20,33
WKSU,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,5,11
Academic Affairs,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,17,80
IT,10/1/20,17307,October,202010,2020,Marketing Cloud,Email,6,61
Student Affairs,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,46,63
Recruiting,11/1/20,167464,November,202011,2020,Marketing Cloud,Email,17,33
Recruiting,10/1/20,373,October,202010,2020,Marketing Cloud,Email,3,9
Recruiting,10/1/20,49861,October,202010,2020,Marketing Cloud,Email,27,70
Student Affairs,10/1/20,74152,October,202010,2020,Flashline,Portal Alert,67,68
Student Affairs,8/1/20,0,August,202008,2020,Marketing Cloud,Email,64,73
UCM,12/1/20,1006194,December,202012,2020,Marketing Cloud,Email,18,62
IT,10/1/20,246,October,202010,2020,Marketing Cloud,Email,45,65
Recruiting,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,14,41
UCM,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,3,25
Academic Affairs,12/1/20,500000,December,202012,2020,Flashline,Portal Alert,2,2
IT,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,77,81
Recruiting,1/1/21,34478,January,202101,2021,Cognos Report to Email,Email,7,43
IT,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,0,14
Student Affairs,11/1/20,47,November,202011,2020,Cognos Report to Email,Email,19,30
Recruiting,9/1/20,100,September,202009,2020,Marketing Cloud,Email,4,87
Academic Affairs,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,88,94
Human Resources,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,40,41
Academic Affairs,8/1/20,246,August,202008,2020,Marketing Cloud,Email,36,55
Student Affairs,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,50,76
IT,10/1/20,355184,October,202010,2020,Phone,Phone Call,16,20
IT,9/1/20,17131,September,202009,2020,Marketing Cloud,Email,25,28
Student Affairs,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,32,62
Academic Affairs,12/1/20,141779,December,202012,2020,Marketing Cloud,Email,13,64
Student Affairs,10/1/20,102360,October,202010,2020,Marketing Cloud,Email,0,1
Recruiting,12/1/20,80283,December,202012,2020,Constant Contact,Email,25,47
IT,12/1/20,27782,December,202012,2020,Marketing Cloud,Email,5,8
WKSU,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,10,36
UCM,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,57,65
UCM,8/1/20,27782,August,202008,2020,TargetX Messaging,Text Message,17,18
Academic Affairs,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,41,62
Student Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,20,68
IT,1/1/21,373,January,202101,2021,Marketing Cloud,Email,0,2
Recruiting,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,5,29
UCM,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,22,37
IT,12/1/20,36157,December,202012,2020,Constant Contact,Email,80,81
Recruiting,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,19,37
UCM,12/1/20,1029207,December,202012,2020,Marketing Cloud,Email,71,76
Human Resources,11/1/20,141779,November,202011,2020,Marketing Cloud,Email,3,65
Recruiting,12/1/20,246,December,202012,2020,Marketing Cloud,Email,38,92
IT,10/1/20,87671,October,202010,2020,Constant Contact,Email,15,93
Student Affairs,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,1,7
IT,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,3,28
Recruiting,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,30,73
Student Affairs,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,39,92
Academic Affairs,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,47,49
Recruiting,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,54,88
Recruiting,12/1/20,700000,December,202012,2020,Phone,Phone Call,21,52
UCM,9/1/20,1271250,September,202009,2020,Marketing Cloud,Email,71,85
UCM,1/1/21,102360,January,202101,2021,Cognos Report to Email,Email,33,96
Human Resources,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,16,61
Human Resources,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,48,62
Human Resources,11/1/20,1029207,November,202011,2020,Marketing Cloud,Email,54,95
Student Affairs,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,44,66
UCM,8/1/20,100,August,202008,2020,Marketing Cloud,Email,3,10
WKSU,11/1/20,40000,November,202011,2020,Marketing Cloud,Email,45,60
IT,11/1/20,0,November,202011,2020,Marketing Cloud,Email,17,70
UCM,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,58,63
UCM,9/1/20,125000,September,202009,2020,Marketing Cloud,Email,29,65
Recruiting,9/1/20,245595,September,202009,2020,TargetX Messaging,Text Message,21,24
UCM,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,7,41
Academic Affairs,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,25,53
Human Resources,1/1/21,246,January,202101,2021,Marketing Cloud,Email,29,48
WKSU,12/1/20,259644,December,202012,2020,Marketing Cloud,Email,35,70
Recruiting,1/1/21,40000,January,202101,2021,Flashline,Portal Alert,57,66
UCM,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,40,82
UCM,8/1/20,36625,August,202008,2020,Marketing Cloud,Email,38,69
WKSU,12/1/20,0,December,202012,2020,Marketing Cloud,Email,34,42
Human Resources,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,3,19
WKSU,11/1/20,47,November,202011,2020,Marketing Cloud,Email,71,73
Student Affairs,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,19,93
UCM,8/1/20,136255,August,202008,2020,Marketing Cloud,Email,21,22
Recruiting,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,75,98
Academic Affairs,1/1/21,125000,January,202101,2021,Marketing Cloud,Email,23,54
Student Affairs,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,52,95
Human Resources,1/1/21,0,January,202101,2021,Marketing Cloud,Email,75,80
UCM,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,12,80
Student Affairs,12/1/20,125000,December,202012,2020,Marketing Cloud,Email,47,92
WKSU,10/1/20,36625,October,202010,2020,Marketing Cloud,Email,12,14
Human Resources,11/1/20,167464,November,202011,2020,Marketing Cloud,Email,12,85
IT,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,6,43
WKSU,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,45,100
Human Resources,11/1/20,19871,November,202011,2020,Cognos Report to Email,Email,5,7
UCM,1/1/21,102360,January,202101,2021,Marketing Cloud,Email,21,93
Student Affairs,1/1/21,20217,January,202101,2021,Cognos Report to Email,Email,3,36
WKSU,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,17,32
WKSU,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,10,14
WKSU,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,3,41
Recruiting,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,41,50
Academic Affairs,11/1/20,1549831,November,202011,2020,Marketing Cloud,Email,1,5
Recruiting,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,61,85
Student Affairs,11/1/20,0,November,202011,2020,Marketing Cloud,Email,5,10
Recruiting,10/1/20,39863,October,202010,2020,Flashline,Portal Alert,11,16
Academic Affairs,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,6,60
WKSU,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,1,6
Student Affairs,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,8,58
Recruiting,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,31,39
IT,9/1/20,100,September,202009,2020,Marketing Cloud,Email,16,26
WKSU,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,14,37
UCM,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,35,54
WKSU,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,0,74
Student Affairs,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,82,89
Human Resources,9/1/20,17131,September,202009,2020,Flashline,Portal Alert,0,7
Recruiting,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,21,68
Human Resources,12/1/20,92268,December,202012,2020,Marketing Cloud,Email,17,48
WKSU,10/1/20,141779,October,202010,2020,Marketing Cloud,Email,15,43
Recruiting,8/1/20,87671,August,202008,2020,TargetX Messaging,Text Message,16,70
Academic Affairs,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,9,26
Student Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,18,36
Recruiting,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,64,70
Recruiting,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,22,26
Academic Affairs,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,66,83
Academic Affairs,9/1/20,1029207,September,202009,2020,Marketing Cloud,Email,35,89
Student Affairs,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,19,80
Recruiting,11/1/20,47428,November,202011,2020,TargetX Email,Email,36,38
IT,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,39,46
WKSU,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,2,8
IT,10/1/20,19871,October,202010,2020,TargetX Email,Email,40,67
Student Affairs,11/1/20,350000,November,202011,2020,Constant Contact,Email,21,33
UCM,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,25,68
Recruiting,12/1/20,125000,December,202012,2020,Marketing Cloud,Email,11,15
Academic Affairs,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,14,22
IT,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,45,69
Recruiting,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,17,26
WKSU,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,19,65
UCM,12/1/20,3432,December,202012,2020,Marketing Cloud,Email,72,85
IT,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,1,1
Academic Affairs,12/1/20,47,December,202012,2020,Phone,Phone Call,34,53
Recruiting,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,2,73
Student Affairs,9/1/20,47428,September,202009,2020,Marketing Cloud,Email,11,16
Academic Affairs,1/1/21,0,January,202101,2021,Marketing Cloud,Email,75,98
IT,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,11,63
WKSU,11/1/20,39863,November,202011,2020,Marketing Cloud,Email,46,79
Academic Affairs,9/1/20,136769,September,202009,2020,Marketing Cloud,Email,2,52
IT,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,52,82
Recruiting,12/1/20,3432,December,202012,2020,Marketing Cloud,Email,35,81
UCM,10/1/20,38603,October,202010,2020,Marketing Cloud,Email,19,37
UCM,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,7,71
Academic Affairs,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,54,58
UCM,12/1/20,259644,December,202012,2020,Marketing Cloud,Email,9,17
WKSU,11/1/20,373,November,202011,2020,Marketing Cloud,Email,11,61
UCM,12/1/20,136769,December,202012,2020,Flashline,Portal Alert,70,85
Human Resources,10/1/20,102360,October,202010,2020,Marketing Cloud,Email,15,27
Academic Affairs,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,2,55
WKSU,11/1/20,500000,November,202011,2020,TargetX Email,Email,32,38
Recruiting,11/1/20,1271250,November,202011,2020,Marketing Cloud,Email,53,63
Human Resources,1/1/21,246,January,202101,2021,Marketing Cloud,Email,8,11
WKSU,11/1/20,49861,November,202011,2020,Marketing Cloud,Email,58,66
Student Affairs,8/1/20,141779,August,202008,2020,Marketing Cloud,Email,72,84
WKSU,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,3,13
Academic Affairs,12/1/20,1006194,December,202012,2020,TargetX Messaging,Text Message,2,66
Academic Affairs,11/1/20,700000,November,202011,2020,Marketing Cloud,Email,49,73
Human Resources,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,56,100
Recruiting,1/1/21,102360,January,202101,2021,Marketing Cloud,Email,37,48
UCM,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,13,33
IT,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,51,92
Recruiting,1/1/21,373,January,202101,2021,Marketing Cloud,Email,45,63
Human Resources,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,22,53
Recruiting,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,10,25
Student Affairs,1/1/21,373,January,202101,2021,Marketing Cloud,Email,3,82
Human Resources,12/1/20,40000,December,202012,2020,Marketing Cloud,Email,0,50
IT,11/1/20,373,November,202011,2020,Marketing Cloud,Email,16,81
Recruiting,1/1/21,1006194,January,202101,2021,Constant Contact,Email,25,69
Student Affairs,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,15,38
IT,8/1/20,0,August,202008,2020,Marketing Cloud,Email,60,86
Human Resources,9/1/20,17131,September,202009,2020,Marketing Cloud,Email,12,94
IT,1/1/21,0,January,202101,2021,Cognos Report to Email,Email,45,47
IT,1/1/21,350000,January,202101,2021,TargetX Email,Email,34,47
Student Affairs,8/1/20,259644,August,202008,2020,Marketing Cloud,Email,4,34
Human Resources,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,12,33
Academic Affairs,8/1/20,92268,August,202008,2020,Flashline,Portal Alert,41,49
Recruiting,9/1/20,125000,September,202009,2020,Marketing Cloud,Email,5,18
WKSU,10/1/20,80283,October,202010,2020,Cognos Report to Email,Email,36,51
Student Affairs,8/1/20,0,August,202008,2020,Marketing Cloud,Email,31,58
WKSU,11/1/20,40000,November,202011,2020,Marketing Cloud,Email,8,8
WKSU,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,11,26
Recruiting,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,4,74
WKSU,1/1/21,0,January,202101,2021,Marketing Cloud,Email,6,16
Academic Affairs,12/1/20,167464,December,202012,2020,TargetX Email,Email,21,57
Student Affairs,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,15,23
UCM,10/1/20,17131,October,202010,2020,Marketing Cloud,Email,10,52
IT,8/1/20,47,August,202008,2020,Marketing Cloud,Email,31,70
Student Affairs,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,28,46
Recruiting,10/1/20,17131,October,202010,2020,Marketing Cloud,Email,52,53
Student Affairs,8/1/20,373,August,202008,2020,Marketing Cloud,Email,20,73
Human Resources,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,0,18
Academic Affairs,12/1/20,17131,December,202012,2020,Marketing Cloud,Email,4,9
Human Resources,8/1/20,92268,August,202008,2020,Marketing Cloud,Email,0,53
IT,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,61,64
UCM,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,9,96
WKSU,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,16,87
Recruiting,1/1/21,0,January,202101,2021,Cognos Report to Email,Email,33,77
Student Affairs,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,32,35
IT,1/1/21,27782,January,202101,2021,TargetX Email,Email,24,55
IT,10/1/20,373,October,202010,2020,Marketing Cloud,Email,40,64
Student Affairs,11/1/20,373,November,202011,2020,Marketing Cloud,Email,11,73
Student Affairs,1/1/21,49861,January,202101,2021,Constant Contact,Email,9,37
Human Resources,9/1/20,36157,September,202009,2020,Cognos Report to Email,Email,28,83
Academic Affairs,1/1/21,102360,January,202101,2021,Marketing Cloud,Email,1,43
Recruiting,8/1/20,27782,August,202008,2020,Marketing Cloud,Email,39,92
Student Affairs,9/1/20,0,September,202009,2020,Marketing Cloud,Email,68,84
WKSU,8/1/20,3432,August,202008,2020,Marketing Cloud,Email,51,54
WKSU,11/1/20,0,November,202011,2020,Marketing Cloud,Email,4,62
WKSU,11/1/20,100,November,202011,2020,Marketing Cloud,Email,3,81
WKSU,9/1/20,167464,September,202009,2020,Marketing Cloud,Email,16,68
WKSU,12/1/20,125000,December,202012,2020,Marketing Cloud,Email,32,68
WKSU,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,0,2
Recruiting,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,38,41
Recruiting,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,47,50
Human Resources,1/1/21,0,January,202101,2021,Marketing Cloud,Email,9,9
UCM,11/1/20,3432,November,202011,2020,TargetX Email,Email,2,2
Recruiting,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,28,91
WKSU,11/1/20,141779,November,202011,2020,Marketing Cloud,Email,90,90
Student Affairs,11/1/20,42015,November,202011,2020,Marketing Cloud,Email,6,8
Recruiting,10/1/20,0,October,202010,2020,Cognos Report to Email,Email,32,42
Recruiting,10/1/20,1549831,October,202010,2020,Marketing Cloud,Email,5,39
UCM,12/1/20,17131,December,202012,2020,Marketing Cloud,Email,21,82
